李贮运保鲜与加工|属于|食品加工领域|1|0
李果实|含有|酚类物质|1|1
酚类物质|包括|酚酸、黄烷醇、黄酮醇和花青苷|1|2
新绿原酸|属于|酚酸类物质|1|3
绿原酸|属于|酚酸类物质|1|4
儿茶素|属于|黄烷醇类物质|1|5
表儿茶素|属于|黄烷醇类物质|1|6
芦丁|属于|黄酮醇类物质|1|7
矢车菊素-3-葡萄糖苷|属于|花青苷物质|1|8
矢车菊素-3-芸香糖苷|属于|花青苷物质|1|9
芍药素-3-葡萄糖苷|属于|花青苷物质|1|10
芍药素-3-芸香糖苷|属于|花青苷物质|1|11
总酚含量|测定|福林-酚法|1|12
吸光度值|测定|总酚含量|1|13
单体酚|测定|高效液相色谱法|1|14
出汁率|反映|李的制汁特性|1|15
李|属于|核果类水果|1|16
褐变度|测定|美拉德反应|1|17
抗坏血酸降解|属于|非酶促褐变|1|18
酚类化合物的氧化聚合|属于|非酶促褐变|1|19
李高效生产及绿色防控技术|属于|农业技术|10|20,77,116,263,556,631,1410,2114,2473,2686
李|属于|水果类|5|21,532,1077,1309,1450
吸光度值|属于|物理量|1|22
果汁|具有|非牛顿特性|1|23
屈服值|属于|物理量|1|24
塑性流体|属于|流体类型|1|25
牛顿流体|属于|流体类型|1|26
李果汁|黏度|受品种影响|1|27
李果汁|黏度|受成熟度影响|1|28
李果汁|加工适宜性|评价|1|29
李果汁|采收期|评估|1|30
重庆巫山脆李|感官指标|基本要求：果实完整|1|31
重庆巫山脆李|感官指标|基本要求：色泽纯正|1|32
重庆巫山脆李|感官指标|基本要求：新鲜洁净|1|33
重庆巫山脆李|感官指标|基本要求：无病虫刺伤|1|34
重庆巫山脆李|感官指标|基本要求：果面特有的白色粉层明显|1|35
重庆巫山脆李|感官指标|基本要求：平均单果重35克|1|36
重庆巫山脆李|感官指标|基本要求：整齐度好|1|37
重庆巫山脆李|感官指标|色泽：果皮绿色或黄绿色|1|38
重庆巫山脆李|感官指标|风味：肉质脆嫩|1|39
重庆巫山脆李|感官指标|风味：汁多味香|1|40
重庆巫山脆李|感官指标|风味：酸甜适度|1|41
重庆巫山脆李|感官指标|形态：果形端正|1|42
重庆巫山脆李|感官指标|形态：近圆形|1|43
重庆巫山脆李|感官指标|形态：缝合线明显|1|44
重庆巫山脆李|感官指标|形态：离核|1|45
重庆巫山脆李|理化指标|可溶性固形物：≥12|1|46
重庆巫山脆李|理化指标|可滴定酸：<0.9|1|47
重庆巫山脆李|理化指标|可食率：≥96|1|48
重庆巫山脆李|分级指标|特级果：单果重大于45克|1|49
重庆巫山脆李|分级指标|特级果：果形端正|1|50
重庆巫山脆李|分级指标|特级果：酸甜适口|1|51
重庆巫山脆李|分级指标|特级果：脆嫩化渣|1|52
重庆巫山脆李|分级指标|特级果：汁多味香|1|53
重庆巫山脆李|分级指标|特级果：果粉完整|1|54
重庆巫山脆李|分级指标|一级果：单果重在40到45克之间|1|55
重庆巫山脆李|分级指标|一级果：果形端正|1|56
重庆巫山脆李|分级指标|一级果：酸甜适口|1|57
重庆巫山脆李|分级指标|一级果：脆嫩化渣|1|58
重庆巫山脆李|分级指标|一级果：汁多味香|1|59
重庆巫山脆李|分级指标|一级果：果粉完整|1|60
李贮运保鲜与加工|属于|农业加工技术|1|61
李果实|属于|水果类|1|62
李果实加工|有利于|现代农业规模化、基地化、标准化、安全化|1|63
李果实加工|有利于|延长农业产业链、提升价值链、完善利益链|1|64
李果实加工|有利于|提高农村三产融合发展和新型城镇化水平|1|65
李果实加工|有利于|形成以工促农、以城带乡的长效反哺机制|1|66
果脯|作为|传统休闲食品|1|67
果脯|质地|柔软|1|68
果脯|味佳|形美|1|69
果脯|营养|方便|1|70
果脯|耐贮藏|广受消费者喜爱|1|71
低糖果脯|将成为|消费主流|1|72
清洗设备|包括|鼓泡清洗机、毛刷清洗机、强流除水机|1|73
预处理设备|包括|李果去核机或手持去核器|1|74
渗糖设备|包括|夹层锅或真空渗糖罐|1|75
干制设备|包括|烘房或烘箱(电热、红外线、微波、热泵等)|1|76
工艺流程|属于|李高效生产及绿色防控技术|1|78
原料|用于|工艺流程|1|79
清洗|属于|工艺流程|1|80
预处理|属于|工艺流程|1|81
制糖液|属于|工艺流程|1|82
渗糖|属于|工艺流程|1|83
干制|属于|工艺流程|1|84
操作要点|属于|工艺流程|1|85
原料|挑选|李高效生产及绿色防控技术|1|86
清洗|去除|污物|1|87
预处理|包括|含核型,去核型|1|88
制糖液|制备|李高效生产及绿色防控技术|1|89
渗糖|包括|煮制渗糖,真空渗糖|1|90
干制|用于|李高效生产及绿色防控技术|1|91
操作要点|指导|工艺流程|1|92
原料|要求|污染物和农药残留符合GB2762、GB2763的要求|1|93
清洗|使用|人工或水果清洗设备|1|94
预处理|包括|表面划纹处理,去核|1|95
制糖液|包含|白砂糖,填充剂,植酸或植酸钠,食盐,柠檬酸,亚硫酸氢钠|1|96
渗糖|需要|煮沸,糖渍|1|97
干制|控制|温度,时间|1|98
含核型|需要|表面划纹处理|1|99
去核型|需要|去核器,专用去核机|1|100
煮制渗糖|需要|煮沸,搅拌|1|101
真空渗糖|需要|温度,真空度,时间|1|102
糖渍|影响|李果脯质量|1|103
干制|需要|烘筛,温度控制|1|104
李贮运|属于|果脯加工|1|105
果脯|需要控制|含水量|1|106
干燥|影响|果脯质量|1|107
温度|影响|果脯干燥速率|1|108
李果脯|制作过程中|需要整形|1|109
果脯|可能|出现霉变|1|110
包装|可以采用|独立小包装|1|111
话李|属于|凉果类|1|112
话李|可以具有|甜、酸、咸等风味|1|113
话李|加工方法|基本相同|1|114
话李|可以|生津止渴|1|115
李果|属于|果实类|1|117
清洗设备|用于|清洗李果|2|118,264
预处理设备|用于|李果预处理|1|119
腌制脱盐实施|用于|李果腌制脱盐|1|120
脱水与干制设备|用于|李果脱水与干制|1|121
料液配置设备|用于|配置李果料液|1|122
李果|经过|清洗|1|123
李果|经过|预处理|1|124
李果|经过|腌制|1|125
李果|经过|脱水|1|126
李果|经过|浸制|1|127
李果|经过|烘干|1|128
李果|经过|包装|1|129
李果|属于|话李成品|1|130
红心李品种|属于|李果品种|1|131
GB2762|规定|污染物限量|1|132
GB2763|规定|农药残留限量|1|133
李果|具有|果皮|1|134
打皮机|用于|打皮|1|135
砂轮|用于|打伤李果皮|1|136
有钉木板|用于|打伤李果皮|1|137
腌制|可以|实现周年原料供应|1|138
腌制|可以|统一风味|1|139
湿法腌制|用于|去除李果苦涩味|1|140
干法腌制|用于|去除李果苦涩味|1|141
李果|沉没|盐水|1|142
塑料薄膜|用于|覆盖李果腌制|1|143
重物|用于|防止李果上浮|1|144
腌制时间|为|20~30天|1|145
乳酸发酵|用于|去除李果苦涩味|1|146
层果层盐|用于|干法腌制|1|147
盐用量|占|李果质量|1|148
腌制时间|为|3~4周|1|149
李贮运|属于|水果加工|1|150
李贮运|需要|干燥处理|1|151
李贮运|需要|脱盐处理|1|152
李贮运|需要|脱水处理|1|153
李贮运|需要|料液配制|1|154
李贮运|需要|浸制处理|1|155
李贮运|需要|干制处理|1|156
李贮运|需要|成品包装|1|157
李贮运|质量要求|感官要求|1|158
李贮运|质量要求|理化指标|1|159
李贮运|质量要求|污染物限量|1|160
李果酒|原料|李果实|1|161
李果酒|生产工艺|清洗|1|162
李果酒|生产工艺|打浆制汁|1|163
李果酒|生产工艺|成分调整|1|164
李果酒|生产工艺|酵母发酵|1|165
李果酒|生产工艺|过滤澄清|1|166
李果酒|生产工艺|陈酿|1|167
李果酒|生产工艺|澄清处理|1|168
李果酒|生产工艺|成分调配|1|169
李果酒|生产工艺|封缸贮藏|1|170
李果酒|生产工艺|过滤灌装封装|1|171
李果酒|功效|改善心脑血管功能|1|172
李果酒|功效|促进机体新陈代谢|1|173
李果酒|功效|治疗高血压|1|174
李果酒|功效|预防动脉硬化|1|175
次氯酸钠|用途|清洗李果实|1|176
定量液体灌装机|用途|灌装封口|1|177
李贮运|属于|果蔬保鲜与加工技术|1|178
果酒酵母|活化|至表面产生大量泡沫|1|179
打浆制汁|使用|双道打浆机或其他去核打浆机|1|180
酵母|加入|发酵容器|1|181
发酵|温度|20~22℃|1|182
发酵时间|主发酵时间|14天左右|1|183
硅藻土过滤机|用于|过滤澄清|1|184
陈酿|温度|20~22℃|1|185
陈酿时间|陈酿|一段时间|1|186
果酒糖|调配|果酒|1|187
果酒|理化指标|酒精度10%~14%|1|188
果酒|理化指标|甲醇≤0.4克/升|1|189
果酒|理化指标|可滴定酸度(以酒石酸计)4.0~9.0克/升|1|190
果酒|理化指标|挥发酸(以乙酸计)≤1.5克/升|1|191
果酒|理化指标|总糖(以葡萄糖计)干型≤4.0克/升,半干型4.1~12.0克/升,半甜型12.1~45.0克/升,甜型≥45.1克/升|1|192
李果酒|预防|疾病|1|193
李果|属于|水果类|2|194,262
李罐头|加工|清洗设备|1|195
李罐头|加工|去皮去核设施设备|1|196
李罐头|加工|预煮设备|1|197
李罐头|加工|计量设备|1|198
李罐头|加工|封罐设备|1|199
李罐头|加工|杀菌设备|1|200
李果|清洗|灰尘|1|201
李果|清洗|污物|1|202
李果|清洗|腐叶|1|203
李果|去皮漂洗|氢氧化钠溶液|1|204
李果|去核|半自动去核设备|1|205
李果|去核|人工去核器|1|206
李罐头|检验|37℃下保温7天|1|207
李罐头|质量标准|符合GB2762、GB2763要求|1|208
李贮运|属于|果品加工|1|209
预煮|属于|李贮运的加工步骤|1|210
食盐水|用于|护色|1|211
清水|用于|淘洗|1|212
果肉|被|预煮|1|213
热水|用于|预煮和浸洗|1|214
预煮时间|设置为|3~5分钟|1|215
热水中浸洗|用于|去杂|1|216
装罐|属于|李贮运的加工步骤|1|217
产品规格|用于|计量|1|218
产品标准|包含|固形物含量要求|1|219
装罐时间|设置为|趁热|1|220
注糖水|属于|李贮运的加工步骤|1|221
蔗糖溶液|用于|注糖水|1|222
糖水质量分数|设置为|40%|1|223
纱布|用于|过滤糖水|1|224
真空封口|属于|李贮运的加工步骤|1|225
真空封口机|用于|密封|1|226
抽空时间|设置为|3~5秒|1|227
真空度|设置为|0.8~0.9兆帕|1|228
杀菌冷却|属于|李贮运的加工步骤|1|229
杀菌温度|控制在|95~100℃|1|230
降温时间|需要|避免过快|1|231
产品|需要|降至40℃以下才能取出|1|232
检验入库|属于|李贮运的加工步骤|1|233
保温时间|设置为|7天|1|234
入库|是|检验合格后的操作|1|235
感官指标|是|产品质量要求的一部分|1|236
黄色|是|果肉的色泽|1|237
糖水透明|是|糖水的特征|1|238
香味|是|李的滋味与气味的一部分|1|239
酸甜适口|是|李的滋味与气味的一部分|1|240
无异味|是|李的滋味与气味的要求|1|241
形态完整|是|李的要求|1|242
去皮|是|李的要求|1|243
大小均匀|是|李的要求|1|244
无机械伤和斑点|是|李的要求|1|245
果肉软硬适度|是|李的要求|1|246
理化指标|是|产品质量要求的一部分|1|247
糖水浓度|设置为|12%~36%|1|248
固形物含量|不低于|产品标准要求|1|249
污染物限量|应符合|GB2762的规定|1|250
微生物限量|应符合|罐头食品商业无菌要求|1|251
致病菌|不得检出|微生物限量要求|1|252
李果脆片|属于|果品加工产品|1|253
清洗|是|李果脆片的加工步骤|1|254
去核切片|是|李果脆片的加工步骤|1|255
预冻处理|是|李果脆片的加工步骤|1|256
真空冻干设备|用于|冻干李果脆片|1|257
冻干|是|李果脆片的加工步骤|1|258
分级|是|李果脆片的加工步骤|1|259
包装|是|李果脆片的加工步骤|1|260
成品|是|李果脆片的最终形态|1|261
去核机|属于|去核、切片设备|1|265
预冻设备|用于|预冻李果|1|266
干制设备|用于|干制李果|1|267
包装设备|用于|包装李果|1|268
原料|需要|清洗|1|269
清洗|需要|清洗设备|1|270
去核|需要|去核机|1|271
切片|需要|果蔬切片机|1|272
预冻|需要|预冻设备|1|273
冻干|需要|干制设备|1|274
分拣|需要|分拣设备|1|275
包装|需要|包装设备|1|276
李果实|适用|原料|1|277
隧道速冻机|属于|预冻设备|1|278
低温冻库|属于|预冻设备|1|279
果蔬充氮包装机|属于|包装设备|1|280
完熟李果实|需要|原料|1|281
组织未软化李果实|需要|原料|1|282
无疤痕李果实|需要|原料|1|283
无损伤李果实|需要|原料|1|284
无腐烂褐变李果实|需要|原料|1|285
硬脆度李果实|需要|原料|1|286
可溶性固形物含量|需要|原料|1|287
李贮运|属于|果蔬保鲜与加工|1|288
李果酱|使用原料|李|1|289
李果酱|需要去除|腐烂李、褐变李、发酵李|1|290
李果酱|需要去除|树叶|1|291
李果酱|需要去除|树枝|1|292
李果酱|需要去除|异物|1|293
李果酱|加工设备|气泡清洗机|1|294
李果酱|加工设备|毛刷清洗机|1|295
李果酱|加工设备|强流除水机|1|296
李果酱|加工设备|玻璃瓶清洗机|1|297
李果酱|加工设备|双道去皮去核打浆机|1|298
李果酱|加工设备|可倾式自动搅拌夹层锅|1|299
李果酱|加工设备|全自动计量酱料灌装机|1|300
李果酱|加工设备|半自动酱料灌装机|1|301
李果酱|加工设备|玻璃瓶真空封口机|1|302
李果酱|加工设备|喷淋杀菌机|1|303
李果酱|加工流程|原料挑选|1|304
李果酱|加工流程|原料清洗|1|305
李果酱|加工流程|打浆|1|306
李果酱|加工流程|调配|1|307
李果酱|加工流程|加热浓缩|1|308
李果酱|加工流程|装罐密封|1|309
李果酱|加工流程|杀菌|1|310
李果酱|加工流程|冷却|1|311
李果酱|加工流程|包装|1|312
李果酱|质量要求|感官指标|1|313
李果酱|质量要求|理化指标|1|314
李果酱|质量要求|污染物限量|1|315
李果酱|质量要求|微生物限量|1|316
李高效|生产|绿色防控技术|5|317,1856,2241,2293,2596
李高效|采用|果蔬专用清洗设备|1|318
李高效|清洗|表面灰尘|1|319
李高效|清洗|腐叶|1|320
李高效|清洗|虫卵|1|321
李高效|清洗|污物|1|322
清洗用水|符合|GB5749|1|323
李高效|采用|仁果打浆机|1|324
仁果打浆机|将|李打成原浆|1|325
原浆|添加|D-异抗坏血酸钠|1|326
原浆|添加|乙二胺四乙酸二钠|1|327
李高效|加热|浓缩|1|328
原浆|加入|白砂糖|1|329
原浆|加入|稳定增稠剂|1|330
稳定增稠剂|包括|果胶|1|331
稳定增稠剂|包括|黄原胶|1|332
稳定增稠剂|包括|结冷胶|1|333
李高效|控制|温度|1|334
李高效|不断搅拌|浓缩|1|335
李高效|浓缩|至流体状|1|336
李高效|洗瓶|带包膜玻璃瓶|1|337
李高效|清洗|清水|1|338
李高效|沥干|去水|1|339
李高效|灌装|工序|1|340
李高效|封口|时间不超过30分钟|1|341
果酱|封口|温度在80℃以上|1|342
李高效|杀菌|温度100℃|1|343
李高效|杀菌|时间20~30分钟|1|344
李高效|水冷却|至38℃以下|1|345
产品质量|要求|感官指标|1|346
产品质量|要求|理化指标|1|347
产品质量|要求|污染物限量|1|348
产品质量|要求|微生物限量|1|349
GB2762|符合|污染物限量|1|350
李贮运|保鲜与加工|主要参考文献|1|351
李贮运|研究|孟坤|2|352,361
李贮运|研究|余德亿|1|353
李贮运|研究|赵镭|1|354
李贮运|研究|汪厚银|1|355
李贮运|研究|刘文|1|356
李贮运|研究|曹建康|1|357
李贮运|研究|姜微波|1|358
李贮运|研究|赵玉梅|1|359
李贮运|研究|程云清|1|360
李贮运|研究|黄鹏|1|362
李贮运|研究|方大琳|1|363
李贮运|研究|郑永华|1|364
李贮运|研究|Stone H|1|365
李贮运|研究|Side JL|1|366
李贮运|研究|陈中|1|367
李贮运|研究|陈志敏|1|368
小绿叶蝉|属于|同翅目叶蝉科|1|369
李树|遭受|小绿叶蝉危害|1|370
苦参碱乳油|防治|害虫|1|371
甲维·吡虫啉可溶液剂|注入|树木|1|372
球孢白僵菌可湿性粉剂|防治|成虫|1|373
噻虫啉微囊悬浮剂|防治|害虫|1|374
小绿叶蝉|繁殖|卵|1|375
小绿叶蝉|生命周期|1年10代|1|376
小绿叶蝉|活动时间|白天|1|377
小绿叶蝉|排泄|蜜露|1|378
平均气温|影响|小绿叶蝉生长发育|1|379
连阴雨|影响|小绿叶蝉繁殖|1|380
李树生长季|特征|发生期不整齐致世代重叠|1|381
小绿叶蝉|危害|叶片 黄白色斑点|1|382
李树|遭受|大青叶蝉危害|2|383,397
大青叶蝉|属于|同翅目叶蝉科|1|384
越冬|进行|成虫|1|385
成虫|产生|卵|1|386
卵|孵化|若虫|2|387,3389
若虫|转移|寄主|1|388
寄主|繁殖|后代|1|389
李园|套种|蔬菜|1|390
李园|套种|草|1|391
大青叶蝉|趋光性|强|1|392
大青叶蝉|天敌|蜘蛛|1|393
大青叶蝉|天敌|赤眼蜂|1|394
大青叶蝉|天敌|叶蝉柄翅卵蜂|1|395
大青叶蝉|危害|李树|1|396
李矮缩病毒|外壳蛋白基因克隆及原核表达|研究|1|398
李属坏死环斑病毒|遗传多样性分析及致病相关基因鉴定|研究|1|399
桃蛀螟|危害|桃树|1|400
桃树|遭受|桃蛀螟危害|1|401
桃潜叶蛾|发生规律及综合防治措施|研究|1|402
李红点病|发生及防治|研究|1|403
李病虫害防治|属于|农业技术|3|404,2255,2514
刘露|研究|根癌防治|1|405
陆卫明|合作|程艳墉|1|406
吕佩珂|合作|苏惠兰|1|407
王浩|合作|万方浩|1|408
王剑荣|研究|李霉斑穿孔病|1|409
王小银|合作|王强荣|1|410
王晓方|研究|黑李枝腐病因|1|411
许长新|合作|焦蕊|1|412
杨华|合作|彭玉基|1|413
张广仁|合作|李广旭|1|414
张瑞珠|研究|李树褐腐病|1|415
李|属于|果实类植物|2|416,483
   李|采收|巫山脆李|1|417
   巫山脆李|在采收后|进行贮运|1|418
   李|在采收后|进行呼吸作用|1|419
   李|在采收后|进行蒸腾作用|1|420
   李|贮存|营养和水分|1|421
   李|货架期|受环境温度影响|1|422
   李|商品性|受环境温度影响|1|423
   李|市场供应周期|受贮藏影响|1|424
   采收前因素|包括|栽培环境、施肥、灌溉、病虫害防治|1|425
   规范管理的果园|具有|更高的栽培环境要求|1|426
   规范管理的果园|农药和化肥使用|更规范|1|427
   规范管理的果园|果园病虫害发生率|更低|1|428
   规范管理的果园|产出的李品质|更好|1|429
   规范管理的果园|李的贮藏性|更强|1|430
   采收前10天|注意|控制土壤水分含量|1|431
   采收果实污染物限量|应符合|《食品安全国家标准食品中污染物限量》(GB2762)|1|432
   采收果实农药残留限量|应符合|《食品安全国家标准食品中农药最大残留限量》(GB2763)|1|433
李贮运保鲜与加工|属于|水果保鲜与加工技术|1|434
李|采收|成熟期|1|435
采收期|影响|果实品质|1|436
采收期|影响|贮运效果|1|437
果皮颜色|用于|判断采收期|1|438
果实生长发育期|用于|判断采收期|1|439
青脆李|成熟期|硬熟期|1|440
青脆李|成熟期|完熟期|1|441
采收成熟度|影响|果实口感品质|1|442
采收成熟度|影响|果实贮藏期|1|443
早熟品种|耐贮藏性|低|1|444
中晚熟品种|耐贮藏性|高|1|445
晴天气温较低时|适合|采收|1|446
阴天|适合|采收|1|447
雨天|不适合|采收|1|448
露(雨)水未干|不适合|采收|1|449
高温时段|不适合|采收|1|450
采摘操作|影响|果实完整性|1|451
采摘操作|影响|果实病菌侵入|1|452
分批分次采收|影响|产量|1|453
分批分次采收|影响|品质|1|454
分批分次采收|影响|耐贮性|1|455
采收筐|垫有|软草|1|456
采收筐|垫有|纸屑|1|457
采收筐|垫有|布|1|458
塑料周转筐|用于|采后李的周转|1|459
阴凉处|适合|放置采后的李|1|460
太阳直晒|避免|采后的李|1|461
预冷|影响|果实入库|1|462
李|属于|果实类别|1|463
采后处理|包括|分选、包装、预冷|1|464
分选|目的|剔除损伤果、畸形果、残次果|1|465
包装|目的|保护果实、减少摩擦、碰撞伤害|1|466
预冷|目的|快速降温、除去田间热和呼吸热、保持果实新鲜品质|1|467
李|采收季节|夏季|1|468
李|温度|高于25°C|1|469
预冷|作用|降低果实内部生理生化反应、减少营养成分消耗、减缓品质下降速度|1|470
李|属于|果实|2|471,511
预冷方法|应用于|李|1|472
自然冷风预冷|属于|预冷方法|1|473
库房空气预冷|属于|预冷方法|1|474
强制通风预冷|属于|预冷方法|1|475
压差预冷|属于|预冷方法|1|476
李|采用|自然冷风预冷|1|477
李|采用|库房空气预冷|1|478
李|采用|强制通风预冷|1|479
李|采用|压差预冷|1|480
隧道式预冷装置|用于|强制通风预冷|1|481
瓦楞纸箱|具有|通气孔|1|482
李|进行|呼吸作用|1|484
李|进行|乙烯合成|1|485
李|推迟|叶绿素降解|1|486
李|延缓|成熟和衰老|1|487
李|抑制|病原微生物繁殖|1|488
李|保持|品质|1|489
物理处理|应用|李保鲜|1|490
化学处理|应用|李保鲜|1|491
热激处理|属于|物理措施|1|492
冷冲击|属于|物理措施|1|493
变温|属于|物理措施|1|494
减压|属于|物理措施|1|495
氯化钙|属于|化学药剂|1|496
1-甲基环丙烯|属于|化学药剂|1|497
高锰酸钾|属于|化学药剂|1|498
多菌灵|属于|化学药剂|1|499
吸附|属于|化学处理方式|1|500
浸泡|属于|化学处理方式|1|501
熏蒸|属于|化学处理方式|1|502
标准化|进行|化学药剂添加处理|1|503
李贮运|保鲜|温度控制|1|504
李贮运|保鲜|湿度控制|1|505
李贮运|保鲜|生物措施|1|506
李贮运|保鲜|涂膜处理|1|507
壳聚糖|属于|生物措施|1|508
魔芋精粉|属于|生物措施|1|509
疾病|预防|疫苗|1|510
温度|影响|李贮藏保鲜寿命|1|512
呼吸强度|与|温度高相关|1|513
冷害|影响|果实品质|1|514
贮藏库|管理|李贮运|1|515
库房|清洁|李贮运|1|516
设备|检修|贮藏库管理|1|517
库温|降低|入库前|1|518
李|分批入库|入库|1|519
库容总量|限制|入库量|1|520
空气循环方向|与|堆码走向一致|1|521
垫层|加厚|垛底|1|522
遮盖|防止|冷害|1|523
通风换气|作用|贮藏过程|1|524
二氧化碳|排除|贮藏过程|1|525
乙烯|排除|贮藏过程|1|526
库内温度|监控|贮藏过程|1|527
库内湿度|监控|贮藏过程|1|528
李|检测|贮藏过程|1|529
贮藏温度|建议|0~1℃|1|530
贮藏温度|波动|减少|1|531
李|需要|控制贮藏湿度|1|533
李|需要|控制气体成分|1|534
贮藏湿度|控制|85%~95%|1|535
气体成分|控制|氧气浓度3%~5%，二氧化碳浓度不超过8%|1|536
运输|目的是|调节产品市场需求，满足不同地域物资需求|1|537
李|是|具有生命的活体物质|1|538
运输条件|影响|李的品质和新鲜度|1|539
李贮运|需要|适宜的低温运输|1|540
李贮运|需要|保持振动小|1|541
李贮运|需要|保持湿度条件|1|542
李贮运|需要|正确的装载与堆码|1|543
李贮运|避免|运输过程中的温度波动|1|544
李贮运|影响因素|运输方式|1|545
李贮运|影响因素|运输工具|1|546
李贮运|影响因素|货物放置位置|1|547
李贮运|影响因素|路面状况|1|548
李贮运|影响因素|码垛工作|1|549
李贮运|影响因素|野蛮装卸|1|550
李贮运|影响因素|空气干燥程度|1|551
李贮运|影响因素|加湿装置|1|552
李贮运|影响因素|温度波动|1|553
李贮运|影响因素|冻害|1|554
李贮运|影响因素|热害|1|555
温度|影响|果实腐烂速度|1|557
堆码|避免|紧靠冷藏车挡板|1|558
草席|作用|遮盖|1|559
运输卫生|需要|安全无害的运输工具|1|560
运输卫生|需要|清洁的运输工具|1|561
运输卫生|要求|防止果品被污染|1|562
运输卫生|要求|与其他非食用货物分开装运|1|563
李品质要求|随着|生活水平提高|1|564
李品质要求|随着|科技进步|1|565
李品质|包含|外观品质|1|566
李品质|包含|内在品质|1|567
李品质|包含|加工品质|1|568
感官品质分析|使用|视觉|1|569
感官品质分析|使用|嗅觉|1|570
感官品质分析|使用|触觉|1|571
感官品质分析|使用|味觉|1|572
感官品质分析|使用|听觉|1|573
果个大小|评价|果实品质|1|574
果形指数|评价|果实品质|1|575
果实质量|影响|产量|1|576
果实质量|影响|加工适应性|1|577
果实质量|影响|消费者接受程度|1|578
果实体积|评价|果实品质|1|579
李贮运保鲜与加工|属于|果实保鲜与加工技术|1|580
李|具有|果形指数|1|581
果形指数|测量工具|游标卡尺|1|582
果实色泽|影响因素|品种,成熟期|1|583
果实色泽|测定方法|色差计法|1|584
L*值|表示|亮度|1|585
a*值|表示|红绿|1|586
b*值|表示|黄蓝|1|587
芳香成分|影响因素|品种,采前因素,成熟度,采后因素|1|588
芳香成分|测定方法|顶空固相微萃取-气相色谱-质谱联用技术|1|589
芳香成分|测定方法|电子鼻|1|590
李|包含|2-乙基-1-己醇,正辛醇,己醛,壬醛,壬烯醛|1|591
果实硬度|测定方法|物性分析仪|1|592
果实硬度|测定方法|硬度计|1|593
