李贮运保鲜与加工|属于|食品加工领域|1|0
果实硬度|测定方法|无损检测|1|594
李|影响|供应持续期,运输距离,经济效益|1|595
李果实|属于|水果|2|596,1057
可食率|代表|可食部分质量占比|1|597
重庆|拥有|脆李|1|598
脆李|可食率|95%~98%|1|599
糖|存在于|李果实|1|600
李果实|糖含量|受品种、栽培技术、气候条件和成熟度影响|1|601
李果实|有机酸含量|受品种、栽培技术、气候条件和成熟度影响|1|602
可滴定酸|测定方法|滴定法|1|603
可溶性固形物|含量|11%~16%|1|604
果胶|影响|果实硬度|1|605
果胶|存在部位|植物细胞壁和细胞内层|1|606
果胶|提取方法|酸水解法、微生物提取法等|1|607
酚类物质|抗氧化能力|能够延缓人体衰老|1|608
李果实|褐变|与酚类物质氧化相关|1|609
李产业|发展|中国|1|610
中国|栽培|李|1|611
李|历史|久远|1|612
原始居民|采食|李果|1|613
先民|种植|李|1|614
《诗经》|包含|李的诗句|1|615
《山海经》|记载|李|1|616
《尔雅》|记载|李品种|1|617
《广志》|记载|李品种|1|618
汉代|修|上林苑|1|619
《洛阳花木记》|记载|李品种|1|620
牛心李|品种名|沿用|1|621
新石器时代|李核|遗存|1|622
战国时代|李核|遗存|1|623
李果|采食|习惯|1|624
李|别名|嘉庆子|1|625
李干|生产|增多|1|626
李|特性|坚|1|627
李|实|晚|1|628
李|栽种|晚|1|629
《齐民要术》|记载|李特性|1|630
李树|使用|嫁接繁殖技术|1|632
嫁接繁殖技术|使用|桃砧木|1|633
嫁接繁殖技术|使用|李砧木|1|634
嫁接繁殖技术|使用|杏砧木|1|635
嫁接繁殖技术|使用|梅砧木|1|636
李树|成活率|与砧木种类相关|1|637
李树|寿命|与砧木种类相关|1|638
李树|果实风味|与砧木种类相关|1|639
李树|栽培距离|影响果实品质|1|640
李树|对环境因素的适应性|与果实产量和品质相关|1|641
《洛阳花木记》|记载|李的栽培技术|1|642
《洛阳花木记》|提出|李树栽培的注意事项|1|643
清代|时间|《槜李谱》撰写时期|1|644
《槜李谱》|是中国历史上|关于李的专著|1|645
《槜李谱》|内容|李的字义、栽种等技术|1|646
李树|大小年结果|与气候条件相关|1|647
李树|采摘时间|与果实成熟度相关|1|648
南方产区|包括|江苏、安徽、浙江等省份|1|649
南方产区|气候类型|亚热带至热带湿润季风气候|1|650
南方产区|降水量|年降水量一般在1000~1500毫米|1|651
李树|分布|几乎各省份均有野生或栽培|1|652
李树|垂直分布|最高可达海拔4000米|1|653
中国李|产区|南方产区、北方产区|1|654
南方产区|特点|李生产和加工的传统产区|1|655
北方产区|特点|鲜食李产区|1|656
李产业|发展|现状|1|657
中国李|属于|李产业|1|658
欧洲李|属于|李产业|1|659
美洲李|属于|李产业|1|660
樱桃李|属于|李产业|1|661
华东|栽培|中国李|1|662
华中|栽培|中国李|1|663
华南|栽培|中国李|1|664
福建|栽培|中国李|1|665
浙江|栽培|中国李|1|666
江西|栽培|中国李|1|667
湖南|栽培|中国李|1|668
广东|栽培|中国李|1|669
江苏|栽培|中国李|1|670
福建永泰|栽培|中国李|1|671
广东信宜|栽培|中国李|1|672
贵州|栽培|中国李|1|673
重庆|栽培|中国李|1|674
四川|栽培|中国李|1|675
云南昆明|栽培|中国李|1|676
江苏徐州|栽培|中国李|1|677
浙江东阳|栽培|中国李|1|678
贵州遵义|栽培|中国李|1|679
贵州铜仁|栽培|中国李|1|680
重庆巫山|栽培|中国李|1|681
四川宜宾|栽培|中国李|1|682
福建芙蓉李|属于|李品种|1|683
浙江槜李|属于|李品种|1|684
广东三华李|属于|李品种|1|685
广东南华李|属于|李品种|1|686
四川江安李|属于|李品种|1|687
四川青脆李|属于|李品种|1|688
四川脆红李|属于|李品种|1|689
李|耐受|高温|1|690
李|耐受|寒冷|1|691
李果实|特性|较大|1|692
李果实|特性|红肉类型|1|693
李产业|主要产地|江苏|1|694
李产业|主要产地|福建|1|695
李产业|主要产地|浙江|1|696
李产业|主要产地|江西|1|697
李产业|主要产地|湖南|1|698
李产业|主要产地|广东|1|699
李产业|主要产地|贵州|1|700
李产业|主要产地|重庆|1|701
李产业|主要产地|四川|1|702
李产业|主要产地|云南|1|703
李产业|用途|鲜食|1|704
北方产区|属于|李产业|1|705
东北|属于|北方产区|1|706
华北|属于|北方产区|1|707
西北|属于|北方产区|1|708
河北|属于|北方产区|1|709
河南|属于|北方产区|1|710
山东|属于|北方产区|1|711
山西|属于|北方产区|1|712
陕西|属于|北方产区|1|713
甘肃|属于|北方产区|1|714
青海|属于|北方产区|1|715
宁夏|属于|北方产区|1|716
新疆|属于|北方产区|1|717
温带大陆性气候|属于|生态条件|1|718
温带季风气候|属于|生态条件|1|719
李产业|区域分布|黑龙江|1|720
李产业|区域分布|辽宁|1|721
李产业|区域分布|吉林|1|722
李产业|区域分布|河北|1|723
李产业|区域分布|河南|1|724
李产业|区域分布|山东|1|725
李产业|区域分布|山西|1|726
李产业|区域分布|陕西|1|727
李产业|区域分布|甘肃|1|728
李产业|区域分布|青海|1|729
李产业|区域分布|宁夏|1|730
李产业|区域分布|新疆|1|731
李产业|生态条件|温带大陆性气候|1|732
李产业|生态条件|温带季风气候|1|733
李产业|季节分配|不均|1|734
李产业|降水量|少|1|735
李产业|春旱|严重|1|736
李高效生产及绿色防控技术|属于|农业生产技术|1|737
中国李|属于|李属植物|2|738,1146
欧洲李|属于|李属植物|2|739,1148
樱桃李|属于|李属植物|2|740,1151
美洲乌苏里李|属于|李属植物|1|741
东北地区|拥有|抗寒力强的李资源|1|742
华北地区|拥有|果实较大的李品种资源|1|743
新疆地区|主要栽培|欧洲李|1|744
西北地区（除新疆外）|主要栽培|中国李|1|745
辽宁锦西|栽培|李树|1|746
辽宁盖州|栽培|李树|1|747
河北易县|栽培|欧洲李|1|748
河北昌黎|栽培|欧洲李|1|749
山东莱阳|栽培|欧洲李|1|750
河南济源|栽培|欧洲李|1|751
新疆轮台|栽培|欧洲李|1|752
新疆和硕|栽培|欧洲李|1|753
新疆塔城|栽培|欧洲李|1|754
新疆伽师|栽培|欧洲李|1|755
新疆阿克苏|栽培|欧洲李|1|756
李属植物|品种资源|世界李属植物|1|757
中国果树志·李卷|载入|李属植物品种资源|1|758
辽宁果树科学研究所有限公司|进行|李杏资源调查和收集|1|759
市场需求|导致|李种植良种化|1|760
芙蓉李|属于|李品种|1|761
㮈李|属于|李品种|1|762
跃进李|属于|李品种|1|763
香蕉李|属于|李品种|1|764
槜李|属于|李品种|1|765
三华李|属于|李品种|1|766
东北三省|育成|李品种|1|767
新疆|育成|李品种|1|768
山西|育成|李品种|1|769
陕西|育成|李品种|1|770
广东|育成|李品种|1|771
六号李|母本|窑门李|1|772
六号李|父本|红干核|1|773
六号李|育成单位|吉林省农业科学院|1|774
六号李|育成时间|1956年|1|775
李产业|属于|农业|1|776
绥棱红|母本|小黄李|1|777
绥棱红|父本|福摩萨|1|778
绥棱红|研究机构|黑龙江省农业科学院浆果研究所|1|779
绥棱红|培育时间|1964年|1|780
奎冠|母本|窑门李|1|781
奎冠|研究机构|新疆奎屯农七师果树研究所|1|782
奎冠|培育时间|1969年|1|783
金吉李|品种|济源黄甘李|1|784
金吉李|研究机构|河南省林业科学研究院|1|785
金吉李|培育时间|1970年|1|786
绥李3号|母本|寺田李|1|787
绥李3号|研究机构|黑龙江省农业科学院浆果研究所|1|788
绥李3号|培育时间|1972年|1|789
奎丰|母本|窑门李|1|790
奎丰|研究机构|新疆奎屯农七师果树研究院|1|791
奎丰|培育时间|1975年|1|792
奎丽|母本|窑门李|1|793
奎丽|研究机构|新疆奎屯农七师果树研究所|1|794
奎丽|培育时间|1976年|1|795
长李7号|母本|六号李|1|796
长李7号|研究机构|长春市郊区铁北园艺试验站|1|797
长李7号|培育时间|1979年|1|798
长李17|母本|六号李|1|799
长李17|研究机构|长春市郊区铁北园艺试验站|1|800
长李17|培育时间|1979年|1|801
龙园蜜李|母本|横道河子大红李|1|802
龙园蜜李|父本|福摩萨|1|803
龙园蜜李|研究机构|黑龙江省农业科学院园艺研究所|1|804
龙园蜜李|培育时间|1980年|1|805
黄甘李1号|母本|黄甘李|1|806
黄甘李1号|研究机构|河南省济源市林业工作站|1|807
黄甘李1号|培育时间|1980年|1|808
矮甜李|母本|六号李|1|809
矮甜李|父本|福摩萨|1|810
矮甜李|研究机构|黑龙江省农业科学院牡丹江农业科学研究所|1|811
矮甜李|培育时间|1981年|1|812
牡丰李|母本|巴彦大红袍|1|813
牡丰李|父本|七月红|1|814
牡丰李|研究机构|黑龙江省农业科学院牡丹江农业科学院研究所|1|815
牡丰李|培育时间|1981年|1|816
长李84|母本|六号李|1|817
长李84|父本|西瓜李|1|818
长李84|研究机构|吉林省农业科学院果树研究所|1|819
长李84|培育时间|1981年|1|820
牡红甜李|母本|巴彦大红袍|1|821
牡红甜李|父本|七月红|1|822
牡红甜李|研究机构|黑龙江省农业科学院牡丹江农业科学研究所|1|823
牡红甜李|培育时间|1981年|1|824
龙园秋李|母本|九三杏梅|1|825
龙园秋李|父本|福摩萨|1|826
龙园秋李|研究机构|黑龙江省农业科学院园艺研究所|1|827
龙园秋李|培育时间|1982年|1|828
吉胜李|母本|血肉李|1|829
吉胜李|父本|绥李3号|1|830
吉胜李|研究机构|中国农业科学院特产研究所/吉林省舒兰市园艺研究所|1|831
吉胜李|培育时间|1982年|1|832
秋甜李|母本|黄水李|1|833
秋甜李|父本|小核李|1|834
秋甜李|研究机构|黑龙江省农业科学院牡丹江农业科学研究所|1|835
秋甜李|培育时间|1982年|1|836
龙园早李|母本|九三杏梅|1|837
龙园早李|父本|福摩萨|1|838
龙园早李|研究机构|黑龙江省农业科学院园艺分院|1|839
龙园早李|培育时间|1982年|1|840
李品种|母本|黄干核李|1|841
李品种|父本|福摩萨|1|842
李品种|研发机构|黑龙江省农业科学院园艺分院|2|843,884
李品种|研发时间|1982年|3|844,849,853
李品种|属于|植物|1|845
李品种|母本|早红袍|1|846
李品种|父本|绥棱红|1|847
李品种|研发机构|长春市郊区铁北园艺试验站|1|848
李品种|母本|血肉李|1|850
李品种|父本|绥李3号|1|851
李品种|研发机构|吉林省舒兰市福顺园艺试验场|1|852
李品种|母本|六号李|3|854,858,870
李品种|父本|西瓜李|2|855,859
李品种|研发机构|吉林省长春市农业科学院|2|856,864
李品种|研发时间|1983年|3|857,861,865
李品种|研发机构|新疆奎屯市果树研究所|1|860
李品种|母本|绥棱红|1|862
李品种|父本|美国李|1|863
李品种|母本|1号李|1|866
李品种|父本|大晚李|1|867
李品种|研发机构|吉林市丰满区园林果树场|1|868
李品种|研发时间|1984年|2|869,873
李品种|父本|大叶伏李|1|871
李品种|研发机构|吉林省农业科学院|3|872,900,912
李品种|母本|小黄李|1|874
李品种|父本|-|6|875,883,887,891,895,915
李品种|研发机构|沈阳市东陵区东祥果园|1|876
李品种|研发时间|1987年|1|877
李品种|母本|麦黄李|1|878
李品种|父本|三月甜|1|879
李品种|研发机构|湖北省当阳市|1|880
李品种|研发时间|1988年|3|881,885,889
李品种|母本|龙园蜜李|1|882
李品种|母本|中国李|2|886,902
李品种|研发机构|吉林省农业科学院果树研究所|3|888,904,908
李品种|母本|芙蓉李|1|890
李品种|研发机构|福建省永泰县农业局|1|892
李品种|研发时间|1989年|3|893,897,901
李品种|母本|幸运李|1|894
李品种|研发机构|西北农林科技大学园艺学院|1|896
李品种|母本|大紫李|1|898
李品种|父本|吉红李|1|899
李品种|父本|紫叶李|2|903,907
李品种|研发时间|1991年|3|905,909,913
李品种|母本|孔雀蛋实生|1|906
李品种|母本|吉红李|1|910
李品种|父本|吉林晚李|1|911
李品种|母本|SusinoPrecocedelItalia|1|914
李品种|研发机构|山西省农业科学院|1|916
李品种|研发时间|-|1|917
业科学院果树研究所|培育|紫晶李|1|918
业科学院果树研究所|审定|金皇后杏李|1|919
苹果李|母本|广东华南李|1|920
苹果李|父本|江西芙蓉李|1|921
安农美李|母本|中国李|1|922
安农美李|培育|安农美李|1|923
红晶李|选育自|天目蜜李|1|924
红晶李|培育|红晶李|1|925
一品丹枫|母本|孔雀蛋实生|1|926
一品丹枫|父本|长春彩叶李|1|927
一品丹枫|培育|一品丹枫|1|928
金山李|母本|小黄李|1|929
金山李|培育|金山李|1|930
白脆鸡麻李|母本|三华李|1|931
白脆鸡麻李|培育|白脆鸡麻李|1|932
绥李5号|母本|绥李3号|1|933
绥李5号|父本|月光李|1|934
绥李5号|培育|绥李5号|1|935
金满堂|培育|金满堂|1|936
金满堂|品种|小黄干核|1|937
龙滩珍珠李|母本|野生李|1|938
龙滩珍珠李|培育|龙滩珍珠李|1|939
三红李子|培育自|中国李|1|940
三红李子|用途|观赏|1|941
华蜜大蜜李|母本|三华李|1|942
华蜜大蜜李|培育|华蜜大蜜李|1|943
将军红李|培育|将军红李|1|944
将军红李|品种|地方品种|1|945
绥江|母本|半边红李|1|946
绥江|培育|绥江|1|947
岳寒红叶|母本|变叶李|1|948
岳寒红叶|父本|长李15|1|949
岳寒红叶|培育|岳寒红叶|1|950
南阳|母本|中国李|1|951
南阳|培育|南阳|1|952
品种|属于|果树|1|953
57大红李L0630|属于|品种|1|954
57大红李L0630|培育|江苏省沿江地区农业科学研究所|1|955
58秋香李|属于|品种|1|956
58秋香李|培育|辽宁省果树研究所|1|957
59歪嘴李|属于|品种|1|958
59歪嘴李|培育|重庆市渝北区果经技术推广站|1|959
60松祥桃李|属于|品种|1|960
60松祥桃李|培育|吉林省舒兰市园艺研究所|1|961
61岭溪李|属于|品种|1|962
61岭溪李|培育|华南农业大学园艺学院|1|963
62迟花芙蓉李|属于|品种|1|964
62迟花芙蓉李|培育|福建省永泰县经济作物站|1|965
63森果红露|属于|品种|1|966
63森果红露|培育|山东农业大学|1|967
64国美|属于|品种|1|968
64国美|培育|辽宁省果树科学研究所|1|969
65华秀李|属于|品种|1|970
65华秀李|培育|江苏省东海县牛山果树综合实验场|1|971
66味馨|属于|品种|1|972
66味馨|培育|中国林业科学院|1|973
67晚金玉|属于|品种|1|974
67晚金玉|培育|吉林省农业科学院果树研究所|1|975
68巫山脆李|属于|品种|1|976
68巫山脆李|培育|巫山县果品产业发展中心|1|977
69金翠李|属于|品种|1|978
69金翠李|培育|开县果品技术推广站|1|979
70吉中大|属于|品种|1|980
70吉中大|培育|吉林省农业科学院果树研究所|1|981
71粉黛脆李|属于|品种|1|982
71粉黛脆李|培育|重庆市万州区果树技术推广站|1|983
72晚霜脆李|属于|品种|1|984
72晚霜脆李|培育|重庆市万州区果树技术推广站|1|985
73中李3号|属于|品种|1|986
73中李3号|培育|中国农业科学院郑州果树研究所|1|987
74兴华李|属于|品种|1|988
74兴华李|培育|华南农业大学园艺学院|1|989
75晚黄金|属于|品种|1|990
75晚黄金|培育|福建省农业科学院果树研究所|1|991
中国李|属于|果树|1|992
李|属于|中国李|1|993
李|属于|豆李|1|994
李|属于|苦李|1|995
中国李|分布中心|中国|1|996
中国李|起源中心|中国|1|997
李|考察|科研单位|1|998
李|考察|大专院校|1|999
李|资源|保存|1|1000
李|资源|鉴定|1|1001
李|资源|评价|1|1002
李|资源|收集|1|1003
李属资源|保存|国家果树种质熊岳李杏圃|1|1004
李属资源|种类|9个种|1|1005
李属资源|数量|734份|1|1006
李属资源|考察|张加延|1|1007
李属资源|考察|郭忠仁|1|1008
李属资源|分布|云南西双版纳地区|1|1009
李属资源|分布|贵州省盘县（现盘州）|1|1010
李属资源|分布|云南泸水|1|1011
李属资源|分布|云南祥云|1|1012
李属资源|分布|云南中甸|1|1013
李属资源|分布|黔南山区|1|1014
李属资源|分布|广东北江上游地区|1|1015
李|品种|多|1|1016
李|分布|广|1|1017
李|类型|豆李|1|1018
李|类型|苦李|1|1019
李|耐湿热|耐|1|1020
李|需冷量|小于600小时|1|1021
李|驯化|长期|1|1022
李|驯化|逐渐|1|1023
李|研究|辽宁省果树科学研究所|1|1024
李|资源圃|国家果树种质资源圃|1|1025
李|资源圃|熊岳李杏圃|1|1026
李|栽培|零星|1|1027
李|栽培|现代商品性生产|1|1028
李|栽培|落叶果树|1|1029
李|栽培|中国李|1|1030
李|产量|700.38万吨|1|1031
李|栽培面积|210.91万公顷|1|1032
李|栽培面积|世界第一位|1|1033
李|栽培面积|中国|1|1034
李|栽培面积|长期|1|1035
李|栽培面积|第一位|1|1036
李|栽培面积|落叶果树|1|1037
李|栽培面积|中国李|1|1038
李品种|分布|东北高寒地区|1|1039
李品种|多样性|中国李丰富|1|1040
李品种|分类|南方品种群，北方品种群|1|1041
李品种|亲缘关系|南方品种群，北方品种群|1|1042
李品种|育种|布尔班克|1|1043
李品种|人工杂交育种|Pluot、Plumcot和Aprium|1|1044
李品种|引进|恐龙蛋、味帝、风味皇后|1|1045
李品种|遗传育种研究|窑门李，红干核，单株六号李(跃进李)|1|1046
李品种|育种研究|绥棱红，绥李|1|1047
李高效生产及绿色防控技术|研究|辽宁省果树科学研究所|1|1048
李品种|选育|国美|1|1049
李品种|选育|国丽|1|1050
李品种|选育|国峰|1|1051
李品种|改良|地方品种与国外品种杂交|1|1052
糖|主要成分|李果实|1|1053
李产业|属于|水果产业|1|1054
李果实|含有|糖类|1|1055
李果实|含有|维生素C|1|1056
钾|影响|李果实品质|1|1058
乙烯利|防止|李裂果|1|1059
赤霉素|促进|果皮增长|1|1060
干旱|影响|李生长|1|1061
李果实|采收|成熟度|1|1062
1-甲基环丙烯|抑制|呼吸作用|1|1063
1-甲基环丙烯|抑制|乙烯释放速率|1|1064
李果实|贮藏|冷害|1|1065
李果实|贮藏|褐变|1|1066
重庆市|拥有|巫山县等37个涉农区县|1|1067
巫山县|位于|中国内陆西南部、长江上游、三峡库区腹心位置|1|1068
巫山县|拥有|脆李品牌种植区|1|1069
脆李|栽培面积|4.39万公顷|1|1070
脆李|产量|30.3万吨|1|1071
脆李|产值|22.26亿元|1|1072
脆李|属于|巫山脆李品牌|1|1073
巫溪县、奉节县、云阳县、开州区、万州区|属于|巫山脆李品牌种植区|1|1074
重庆|气候类型|亚热带季风湿润气候|1|1075
重庆|适宜|柑橘、李等水果的栽培|1|1076
重庆市|李栽培面积|9.59万公顷|1|1078
重庆市|李产量|68.7万吨|1|1079
李|年均增长率|21%以上|1|1080
巫山脆李|属于|库区支撑脱贫增收、提升农业产业效益的优势特色产业之一|1|1081
巫山脆李|地理区位|巫山县为中心，包括巫溪县、奉节县、云阳县、开州区、万州区等区县|1|1082
巫山脆李|气候条件|海拔500~1000米的库区|1|1083
巫山脆李|属于|李产业|1|1084
李产业|分布|海拔500~1000米|1|1085
巫山脆李|成熟期|7月上旬|1|1086
巫山脆李|产量|75万吨|1|1087
巫山脆李|销售压力|大|1|1088
巫山脆李|病虫害|红点病|1|1089
巫山脆李|病虫害|袋果病|1|1090
巫山脆李|病虫害|褐腐病|1|1091
巫山脆李|病虫害|银叶病|1|1092
巫山脆李|裂果问题|严重|1|1093
巫山脆李|气候影响|高温天气|1|1094
巫山脆李|商品性|受影响|1|1095
巫山脆李|货架期|受影响|1|1096
巫山脆李|种植经验|缺乏|1|1097
巫山脆李|经营者|年龄偏大|1|1098
巫山脆李|经营者|受教育程度不高|1|1099
巫山脆李|经营者|职业果农缺乏|1|1100
巫山脆李|现代化发展|不适应|1|1101
巫山脆李|技术落实|困难|1|1102
巫山脆李|劳动力|缺乏|1|1103
巫山脆李|生产管理|统一标准|1|1104
巫山脆李|产品|统一标准|1|1105
巫山脆李|公共品牌|统一|1|1106
巫山脆李|老果园改造|进行|1|1107
巫山脆李|标准园新建|进行|1|1108
巫山脆李|机械化|推广|1|1109
巫山脆李|管线化|推广|1|1110
巫山脆李|省力化|推广|1|1111
巫山脆李|区域规划|做好|1|1112
巫山脆李|熟期调控技术|推广|1|1113
巫山脆李|品种搭配|推广|1|1114
巫山脆李|新品种培育|推广|1|1115
巫山脆李|病虫害防控技术|推广|1|1116
巫山脆李|果实品质|保障|1|1117
巫山脆李|苗木病毒检测|推广|1|1118
巫山脆李|综合防治技术|推广|1|1119
巫山脆李|化学防治|推广|1|1120
巫山脆李|水肥管理|推广|1|1121
巫山脆李|土壤管理|推广|1|1122
李属植物|起源|中国长江流域|1|1123
中国李|别称|日本李|1|1124
中国李|分布|中国各省区|1|1125
中国李|著名品种|浙江栲李|1|1126
中国李|著名品种|福建㮈李|1|1127
中国李|著名品种|广东三华李|1|1128
中国李|著名品种|贵州蜂糖李|1|1129
中国李|著名品种|云南玫瑰李|1|1130
中国李|著名品种|四川脆红李|1|1131
中国李|著名品种|重庆青脆李|1|1132
中国李|著名品种|陕西玉皇李|1|1133
中国李|著名品种|山东平顶香|1|1134
中国李|著名品种|东北窑门李|1|1135
樱桃李|分布|欧亚大陆|1|1136
樱桃李|原产地|巴尔干半岛到高加索山区|1|1137
樱桃李|原产地|西亚地区|1|1138
樱桃李|野生群落|新疆伊犁河下游北岸|1|1139
杏李|原产地|中国华北|1|1140
杏李|原产地|中国西北东部|1|1141
杏李|是否有野生类型|未发现|1|1142
李属植物|属于|蔷薇科|1|1143
李属植物|属于|李亚科|1|1144
李属植物|分布于|北半球温带|1|1145
杏李|属于|李属植物|1|1147
美洲李|属于|李属植物|1|1149
加拿大李|属于|李属植物|1|1150
乌苏里李|属于|李属植物|1|1152
乌荆子李|属于|李属植物|1|1153
黑刺李|属于|李属植物|1|1154
欧洲李|起源|樱桃李|1|1155
欧洲李|起源|黑刺李|1|1156
李高效生产及绿色防控技术|属于|李属植物|1|1157
欧洲李|自然化|土耳其|1|1158
欧洲李|分布|新疆伊犁|1|1159
欧洲李|传播途径|丝绸之路|1|1160
李|属于|落叶乔木|1|1161
李|高|9~12米|1|1162
李|树冠形状|广圆形|1|1163
李|树皮颜色|灰褐色|1|1164
李|老枝颜色|紫褐色或红褐色|1|1165
李|小枝颜色|黄红色|1|1166
李|冬芽颜色|红紫色|1|1167
李|冬芽形状|卵圆形|1|1168
李|叶片形状|长圆倒卵形、长椭圆形、长圆卵形|1|1169
李|叶片长度|6~12厘米|1|1170
李|叶片宽度|3~5厘米|1|1171
李|叶片先端|渐尖、急尖或短尾尖|1|1172
李|叶片基部|楔形|1|1173
李|叶片边缘|圆钝重锯齿、单锯齿|1|1174
李|叶片幼时特点|齿尖带腺|1|1175
李|叶片颜色|深绿色|1|1176
李|叶片光泽|有光泽|1|1177
李|叶片侧脉|6~10对|1|1178
李|叶片主脉|与侧脉呈45°角|1|1179
李|叶片两面|无毛|1|1180
李|托叶形状|膜质、线形|1|1181
李|托叶先端|渐尖|1|1182
李|托叶边缘|有腺|1|1183
李|托叶时间|早落|1|1184
李|叶柄长度|1~2厘米|1|1185
李|叶柄特点|通常无毛|1|1186
李|花颜色|白色|1|1187
李|花瓣形状|长圆倒卵形|1|1188
李|花瓣基部|楔形|1|1189
李|花瓣脉纹|带紫色|1|1190
李|花瓣爪|短|1|1191
李|雄蕊数量|多数|1|1192
李|雄蕊花丝长度|长短不等|1|1193
李|雌蕊数量|1个|1|1194
李|柱头形状|盘状|1|1195
李|花柱长度|比雄蕊稍长|1|1196
李|果实形状|球形、卵球形或近圆锥形|1|1197
李|果实直径|3.5~5.0厘米（栽培品种可达7厘米）|1|1198
李|果实颜色|黄色或红色、绿色或紫色|1|1199
李|果实梗凹陷|陷入|1|1200
李|果实梗顶端|微尖|1|1201
李|果实基部|有纵沟|1|1202
李|果实外被|蜡粉|1|1203
李|核形状|卵圆形或长圆形|1|1204
李|核皱纹|有|1|1205
李|花期|4月|1|1206
李|果期|7—8月|1|1207
李|根系特点|浅根性|1|1208
李|吸收根分布深度|20~40厘米|1|1209
李|水平根分布范围|通常比树冠大1~2倍|1|1210
李|垂直根分布深度|20~80厘米（土层肥厚时可达4~6米）|1|1211
李|砧木类型|毛樱桃|1|1212
